State Code	County Name	 County Population 	Clinton or Trump State	 Clinton 	 Trump 
WI	Dodge County	 88 502 	Trump	 13 968 	 26 643 
WI	Door County	 27 554 	Trump	 8 026 	 8 584 
WI	Douglas County	 43 601 	Trump	 11 342 	 9 657 
WI	Dunn County	 44 497 	Trump	 9 025 	 11 487 
WI	Eau Claire County	 102 105 	Trump	 27 271 	 23 301 
WI	Florence County	 4 464 	Trump	 666 	 1 897 
WI	Fond du Lac County	 101 973 	Trump	 17 391 	 31 044 
WI	Forest County	 9 057 	Trump	 1 583 	 2 787 
WI	Grant County	 52 250 	Trump	 10 047 	 12 347 
WI	Green County	 37 186 	Trump	 9 121 	 8 693 
WI	Green Lake County	 18 856 	Trump	 2 700 	 6 210 
WI	Iowa County	 23 813 	Trump	 6 669 	 4 809 
WI	Iron County	 5 794 	Trump	 1 273 	 2 090 
WI	Jackson County	 20 554 	Trump	 3 821 	 4 907 
WI	Jefferson County	 84 559 	Trump	 16 559 	 23 409 
WI	Juneau County	 26 224 	Trump	 4 100 	 7 188 
WI	Kenosha County	 168 437 	Trump	 35 770 	 36 025 
WI	Kewaunee County	 20 366 	Trump	 3 623 	 6 616 
WI	La Crosse County	 118 212 	Trump	 32 402 	 26 384 
WI	Lafayette County	 16 829 	Trump	 3 288 	 3 977 
WI	Langlade County	 19 223 	Trump	 3 260 	 6 436 
WI	Lincoln County	 27 980 	Trump	 5 370 	 8 400 
WI	Manitowoc County	 79 806 	Trump	 14 563 	 23 234 
WI	Marathon County	 135 868 	Trump	 26 476 	 39 010 
WI	Marinette County	 40 884 	Trump	 6 243 	 12 995 
WI	Marquette County	 15 075 	Trump	 2 808 	 4 712 
WI	Menominee County	 4 573 	Trump	 1 003 	 269 
WI	Milwaukee County	 957 735 	Trump	 288 986 	 126 091 
WI	Monroe County	 45 549 	Trump	 7 047 	 11 442 
WI	Oconto County	 37 435 	Trump	 5 886 	 13 255 
WI	Oneida County	 35 567 	Trump	 8 103 	 11 677 
WI	Outagamie County	 183 245 	Trump	 38 117 	 51 579 
WI	Ozaukee County	 87 850 	Trump	 20 167 	 30 458 
WI	Pepin County	 7 290 	Trump	 1 345 	 2 228 
WI	Pierce County	 40 889 	Trump	 8 380 	 11 260 
WI	Polk County	 43 441 	Trump	 7 568 	 13 864 
WI	Portage County	 70 408 	Trump	 18 524 	 17 310 
WI	Price County	 13 645 	Trump	 2 671 	 4 562 
WI	Racine County	 195 080 	Trump	 42 506 	 46 620 
WI	Richland County	 17 495 	Trump	 3 577 	 4 021 
WI	Rock County	 161 448 	Trump	 39 336 	 31 483 
WI	Rusk County	 14 124 	Trump	 2 171 	 4 564 
WI	St. Croix County	 87 513 	Trump	 17 496 	 26 123 
WI	Sauk County	 63 642 	Trump	 16 050 	 15 871 
WI	Sawyer County	 16 376 	Trump	 2 846 	 4 625 
WI	Shawano County	 41 304 	Trump	 6 056 	 12 742 
WI	Sheboygan County	 115 569 	Trump	 22 636 	 32 368 
WI	Taylor County	 20 455 	Trump	 2 398 	 6 589 
WI	Trempealeau County	 29 550 	Trump	 5 645 	 7 370 
WI	Vernon County	 30 506 	Trump	 6 351 	 6 994 
WI	Vilas County	 21 387 	Trump	 4 769 	 8 169 
WI	Walworth County	 102 804 	Trump	 18 706 	 28 848 
WI	Washburn County	 15 552 	Trump	 3 283 	 5 404 
WI	Washington County	 133 674 	Trump	 20 854 	 51 729 
WI	Waukesha County	 396 488 	Trump	 79 199 	 145 519 
WI	Waupaca County	 51 945 	Trump	 8 303 	 16 013 
WI	Waushara County	 24 033 	Trump	 3 802 	 7 669 
WI	Winnebago County	 169 546 	Trump	 37 054 	 43 447 
WI	Wood County	 73 435 	Trump	 14 232 	 21 502 
WY	Albany County	 37 956 	Trump	 6 888 	 7 601 
WY	Big Horn County	 12 022 	Trump	 594 	 4 067 
WY	Campbell County	 49 220 	Trump	 1 324 	 15 778 
WY	Carbon County	 15 559 	Trump	 1 279 	 4 409 
WY	Converse County	 14 236 	Trump	 668 	 5 520 
WY	Crook County	 7 444 	Trump	 271 	 3 347 
WY	Fremont County	 40 315 	Trump	 4 200 	 11 167 
WY	Goshen County	 13 383 	Trump	 924 	 4 418 
WY	Hot Springs County	 4 741 	Trump	 400 	 1 939 
WY	Johnson County	 8 585 	Trump	 638 	 3 477 
WY	Laramie County	 97 121 	Trump	 11 572 	 24 844 
WY	Lincoln County	 18 722 	Trump	 1 105 	 6 779 
WY	Natrona County	 82 178 	Trump	 6 573 	 23 523 
WY	Niobrara County	 2 542 	Trump	 115 	 1 116 
WY	Park County	 29 228 	Trump	 2 535 	 11 115 
WY	Platte County	 8 812 	Trump	 719 	 3 437 
WY	Sheridan County	 30 009 	Trump	 2 926 	 10 266 
WY	Sublette County	 9 899 	Trump	 644 	 3 409 
WY	Sweetwater County	 44 626 	Trump	 3 233 	 12 153 
WY	Teton County	 23 125 	Trump	 7 313 	 3 920 
WY	Uinta County	 20 822 	Trump	 1 202 	 6 154 
WY	Washakie County	 8 328 	Trump	 532 	 2 911 
WY	Weston County	 7 234 	Trump	 294 	 2 898 
